title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Fungal Growth Assay on Human Faeces,"Data from a laboratory assay investigating the growth of fungal
species on human faeces and their effect on faecal physicochemical
properties and bacterial indicator concentrations over 14 days post
inoculation. Five fungal species were tested alongside untreated controls:
Pleurotus ostreatus (MG1015, MG1010), Ganoderma lucidum, Stropharia
fimicola (F35), and Trichoderma harzianum (T22).",NA,NA,NA,CC BY 4.0,https://ethrat.ch/en/eth-domain/open-research-data/,NA,NA,NA,NA,NA,NA,NA,NA
